age;FEV1_males_Lspline;FEV1_males_Mspline;FEV1_males_Sspline;FVC_males_Lspline;FVC_males_Mspline;FVC_males_Sspline;FEV1FVC_males_Lspline;FEV1FVC_males_Mspline;FEV1FVC_males_Sspline;FEF25_75_males_Mspline;FEF25_75_males_Sspline;FEF25_75_males_Lspline;FEF75_males_Lspline;FEF75_males_Mspline;FEF75_males_Sspline;FEV1_females_Lspline;FEV1_females_Mspline;FEV1_females_Sspline;FVC_females_Lspline;FVC_females_Mspline;FVC_females_Sspline;FEV1FVC_females_Lspline;FEV1FVC_females_Mspline;FEV1FVC_females_Sspline;FEF25_75_females_Mspline;FEF25_75_females_Sspline;FEF25_75_females_Lspline;FEF75_females_Lspline;FEF75_females_Mspline;FEF75_females_Sspline
41.25;0;0.0616775133;-0.0591916407;0;0.05603598;-0.0449921684;0.1985934045;0.005530222;-0.1016893712;0.094190566;-0.0454353;0;0;0.086641284;-0.0123599901;0;0.0946885942;-0.0850068913;0;0.0904435751;-0.09382356;0;0.0029953531;-0.0645282524;0.120646882;-0.0789266686;0;0.03198163;0.1620572391;1.73478081
41.5;0;0.0595755598;-0.0590090676;0;0.0543830303;-0.0439152556;0.1976378504;0.005166896;-0.1012776228;0.091997711;-0.04403316;0;0;0.083618241;-0.0103983674;0;0.0927771503;-0.0840585145;0;0.0889255965;-0.09313338;0;0.0026419942;-0.0650349888;0.118775797;-0.0772865508;0;0.03155622;0.1584657128;1.74912137
41.75;0;0.0574706149;-0.0587892317;0;0.0527196167;-0.0428209829;0.1966042366;0.00480769;-0.1008063135;0.089772834;-0.04261846;0;0;0.080560223;-0.0084277028;0;0.0908519723;-0.0830755414;0;0.0873859804;-0.09239495;0;0.00229655;-0.0655000364;0.116871302;-0.0756280228;0;0.03113017;0.1548237584;1.7633963
42;0;0.055363805;-0.058529044;0;0.051046568;-0.0417091893;0.1954959351;0.004452641;-0.1002751306;0.087515897;-0.04119129;0;0;0.077467072;-0.0064483587;0;0.0889139012;-0.0820585307;0;0.0858254193;-0.09160902;0;0.0019590454;-0.0659228981;0.114933355;-0.0739515547;0;0.03070311;0.1511300677;1.77760621
42.25;0;0.0532562434;-0.0582259937;0;0.0493647402;-0.0405797735;0.1943161704;0.00410176;-0.0996839782;0.085226869;-0.03975176;0;0;0.074338691;-0.0044606946;0;0.0869639224;-0.0810080613;0;0.084244757;-0.09077637;0;0.0016294842;-0.0663030976;0.112961929;-0.0722576047;0;0.03027468;0.14738386;1.79175169
42.5;0;0.0511490256;-0.0578784059;0;0.0476747797;-0.0394327036;0.1930677729;0.003755191;-0.0990331876;0.08290573;-0.03829997;0;0;0.071174768;-0.0024650493;0;0.0850029226;-0.0799248095;0;0.0826446989;-0.08989791;0;0.0013079478;-0.0666402322;0.110957001;-0.0705466196;0;0.02984449;0.1435845008;1.80583331
42.75;0;0.0490430987;-0.0574846053;0;0.0459772121;-0.0382679424;0.1917533579;0.003413091;-0.0983232014;0.080552469;-0.03683603;0;0;0.067975087;-0.0004617545;0;0.0830317801;-0.0788094458;0;0.0810259912;-0.0889745;0;0.0009944946;-0.066933917;0.108918563;-0.0688190348;0;0.02941217;0.1397314057;1.81985165
43;0;0.0469393466;-0.0570427389;0;0.0442725501;-0.0370854422;0.1903753921;0.00307559;-0.0975545055;0.078167084;-0.03536004;0;0;0.064739562;0.0015488571;0;0.0810515449;-0.0776626122;0;0.0793895885;-0.08800694;0;0.0006891123;-0.0671838434;0.106846611;-0.0670752752;0;0.02897737;0.1358243878;1.83380726
43.25;0;0.0448384445;-0.0565512288;0;0.0425612055;-0.0358852082;0.1889362537;0.002742767;-0.0967277069;0.075749579;-0.03387209;0;0;0.061468008;0.0035664639;0;0.0790634402;-0.0764848704;0;0.0777366233;-0.08699594;0;0.0003916971;-0.067389838;0.104741152;-0.0653157551;0;0.02853976;0.1318635097;1.8477007
43.5;0;0.042740603;-0.056010176;0;0.0408431904;-0.0346674822;0.1874381534;0.002414696;-0.0958435796;0.073299968;-0.03237229;0;0;0.058159769;0.005590779;0;0.0770684557;-0.075276619;0;0.0760680629;-0.08594195;0;0.0001020937;-0.0675518313;0.102602199;-0.0635408786;0;0.02809904;0.1278484568;1.86153248
43.75;0;0.0406459968;-0.0554199198;0;0.0391185377;-0.0334325504;0.1858832337;0.002091393;-0.0949029075;0.070818271;-0.03086075;0;0;0.054814027;0.0076215296;0;0.0750673265;-0.074038169;0;0.0743847857;-0.08484526;0;-0.0001799172;-0.0676696521;0.100429776;-0.0617510398;0;0.02765498;0.1237784499;1.87530314
44;0;0.0385548346;-0.0547806711;0;0.0373873867;-0.0321806879;0.1842736692;0.001772801;-0.0939064259;0.068304515;-0.02933755;0;0;0.051429951;0.0096584443;0;0.0730606465;-0.0727698043;0;0.0726876297;-0.08370614;0;-0.0004546229;-0.0677430329;0.098223909;-0.0599466234;0;0.02720737;0.1196527569;1.88901316
44.25;0;0.0364671479;-0.0540924002;0;0.0356498166;-0.0309121249;0.1826115456;0.001458806;-0.0928549439;0.065758736;-0.02780281;0;0;0.048006506;0.0117012486;0;0.0710489935;-0.0714718356;0;0.0709774079;-0.08252498;0;-0.0007222748;-0.0677715884;0.095984637;-0.0581280044;0;0.02675603;0.1154709623;1.90266306
44.5;0;0.0343824864;-0.0533541613;0;0.0339054806;-0.0296269813;0.1808986127;0.001149331;-0.0917493675;0.063180972;-0.02625661;0;0;0.044542169;0.0137496684;0;0.0690327469;-0.0701446736;0;0.0692547104;-0.08130224;0;-0.0009829633;-0.0677548656;0.093712001;-0.056295549;0;0.02630083;0.1112326106;1.9162533
44.75;0;0.0323003025;-0.0525648247;0;0.0321539737;-0.0283253614;0.1791365217;0.0008442906;-0.0905905702;0.060571273;-0.02469907;0;0;0.041035317;0.0158034353;0;0.0670122075;-0.0687887122;0;0.0675200675;-0.08003836;0;-0.0012367898;-0.0676924471;0.09140605;-0.0544496144;0;0.02584164;0.1069375782;1.92978436
45;0;0.0302199933;-0.0517233389;0;0.030394993;-0.0270073827;0.1773269105;0.0005435283;-0.0893793414;0.057929689;-0.02313027;0;0;0.03748418;0.0178622844;0;0.0649877857;-0.0674043378;0;0.0657740902;-0.07873379;0;-0.0014839016;-0.0675840264;0.089066839;-0.0525905494;0;0.02537838;0.1025862466;1.94325671
45.25;0;0.0281407163;-0.050828822;0;0.0286282605;-0.0256731708;0.175471353;0.0002467333;-0.0881165983;0.055256279;-0.02155031;0;0;0.033886734;0.0199259507;0;0.0629597338;-0.0659919542;0;0.0640172043;-0.07738903;0;-0.0017244358;-0.0674294513;0.086694429;-0.0507186942;0;0.02491093;0.09817904;1.95667079
45.5;0;0.0260612454;-0.049880808;0;0.026853404;-0.0243228587;0.1735712759;-0.00004656918;-0.0868036212;0.052551107;-0.0199593;0;0;0.030240605;0.021994175;0;0.0609276097;-0.0645519986;0;0.0622491084;-0.07600477;0;-0.001958449;-0.0672288298;0.084288885;-0.048834381;0;0.02443918;0.0937157653;1.97002703
45.75;0;0.0239801403;-0.0488789623;0;0.0250700171;-0.0229565901;0.1716280594;-0.000336933;-0.0854417619;0.049814242;-0.01835732;0;0;0.026543337;0.0240667033;0;0.0588908069;-0.0630849183;0;0.0604693908;-0.07458173;0;-0.0021860469;-0.0669823796;0.08185028;-0.0469379341;0;0.023963;0.0891958863;1.98332585
46;0;0.0218960234;-0.0478226597;0;0.0232777832;-0.0215744985;0.1696430812;-0.0006249722;-0.0840323725;0.047045755;-0.01674448;0;0;0.022792544;0.0261432869;0;0.056848548;-0.0615911744;0;0.0586776145;-0.07312067;0;-0.0024074221;-0.06669032;0.07937869;-0.0450296701;0;0.02348228;0.0846187414;1.99656766
46.25;0;0.0198078925;-0.0467113198;0;0.0214767063;-0.020176725;0.1676176997;-0.0009113695;-0.0825768845;0.044245727;-0.01512086;0;0;0.01898597;0.0282236734;0;0.0548000618;-0.0600712702;0;0.0568733953;-0.07162238;0;-0.002622785;-0.0663528909;0.076874195;-0.0431098981;0;0.0229969;0.0799838347;2.00975282
46.5;0;0.017714886;-0.0455455673;0;0.0196667694;-0.0187635777;0.1655533298;-0.001196782;-0.0810768826;0.041414238;-0.01348657;0;0;0.015121691;0.0303076126;0;0.0527448749;-0.0585258505;0;0.0550564359;-0.07008781;0;-0.0028322245;-0.0659705723;0.074336881;-0.04117892;0;0.0225068;0.0752909876;2.02288172
46.75;0;0.0156163378;-0.0443260825;0;0.0178480682;-0.0173353858;0.1634513943;-0.001481864;-0.0795339517;0.038551376;-0.0118417;0;0;0.011198241;0.0323948623;0;0.0506827933;-0.0569555591;0;0.0532266484;-0.06851791;0;-0.0030358463;-0.0655438536;0.071766838;-0.0392370306;0;0.02201188;0.0705406242;2.03595469
47;0;0.013511685;-0.0430534586;0;0.0160207696;-0.0158924625;0.1613132229;-0.00176727;-0.0779496175;0.03565723;-0.01018634;0;0;0.007214338;0.034485181;0;0.0486138634;-0.0553610094;0;0.0513841344;-0.0669136;0;-0.0032337689;-0.0650731847;0.069164164;-0.0372845184;0;0.02151205;0.065733763;2.04897211
47.25;0;0.0114002685;-0.0417282835;0;0.0141849146;-0.0144351131;0.159140039;-0.002053601;-0.0763253155;0.032731881;-0.008520608;0;0;0.003168713;0.0365783347;0;0.046538239;-0.0537427862;0;0.04952906;-0.06527572;0;-0.0034260799;-0.0645589646;0.066529137;-0.0353216992;0;0.0210072;0.0608717939;2.06193434
47.5;0;0.0092811519;-0.0403517012;0;0.012340227;-0.0129637019;0.1569329625;-0.002341335;-0.0746623698;0.029775393;-0.006844674;0;0;-0.000939932;0.0386740973;0;0.0444558268;-0.0521015282;0;0.0476614594;-0.06360524;0;-0.0036128218;-0.0640014682;0.063862286;-0.0333489286;0;0.02049724;0.0559561118;2.07484172
47.75;0;0.0071534907;-0.0389249804;0;0.0104864408;-0.0114785974;0.1546929827;-0.002630866;-0.0729619568;0.026787836;-0.005158694;0;0;-0.005112657;0.040772247;0;0.0423664564;-0.0504378824;0;0.0457813887;-0.06190316;0;-0.0037940892;-0.0634009611;0.061164146;-0.0313665566;0;0.01998207;0.0509880038;2.0876946
48;0;0.0050165364;-0.0374493139;0;0.0086233609;-0.0099801567;0.1524210852;-0.002922558;-0.0712251409;0.023769281;-0.003462826;0;0;-0.009350396;0.0428725641;0;0.0402700231;-0.0487524488;0;0.0438890046;-0.0601704;0;-0.0039700439;-0.0627577579;0.058435243;-0.0293749248;0;0.01946158;0.0459686657;2.10049332
48.25;0;0.0028695872;-0.0359256517;0;0.006750781;-0.0084686839;0.1501182657;-0.00321668;-0.0694527661;0.020719804;-0.001757225;0;0;-0.013654005;0.0449748328;0;0.0381663776;-0.0470457739;0;0.0419844711;-0.05840778;0;-0.0041409009;-0.0620722324;0.055676091;-0.0273743659;0;0.0189357;0.0408992253;2.1132382
48.5;0;0.0007117415;-0.0343551422;0;0.0048683434;-0.0069444026;0.1477855332;-0.003513264;-0.0676450466;0.017639486;-0.00004204276;0;0;-0.018024541;0.047078844;0;0.036054979;-0.0453183836;0;0.040067663;-0.05661608;0;-0.0043068623;-0.0613447758;0.052887198;-0.0253652046;0;0.01840436;0.0357809469;2.12592958
48.75;0;-0.001457834;-0.0327390681;0;0.0029757589;-0.0054075129;0.1454238778;-0.0038123;-0.065802081;0.014528412;0.001682571;0;0;-0.02246303;0.0491843906;0;0.0339352158;-0.0435707594;0;0.0381383888;-0.05479603;0;-0.0044681531;-0.060575789;0.050069058;-0.0233477575;0;0.01786755;0.0306153028;2.13856778
49;0;-0.0036398075;-0.0310786949;0;0.001072775;-0.0038582098;0.1430342438;-0.004113744;-0.063924005;0.011386667;0.00341647;0;0;-0.026970142;0.0512912656;0;0.0318067002;-0.0418033437;0;0.0361966475;-0.05294829;0;-0.0046250396;-0.0597657204;0.04722216;-0.0213223331;0;0.01732527;0.0254038553;2.15115313
49.25;0;-0.005834745;-0.0293753321;0;-0.0008408638;-0.0022967035;0.1406175146;-0.004417527;-0.0620110187;0.008214344;0.005159509;0;0;-0.031546267;0.0533992606;0;0.0296690787;-0.0400165841;0;0.0342424607;-0.05107354;0;-0.0047778118;-0.0589150865;0.04434698;-0.0192892325;0;0.01677752;0.0201481715;2.16368595
49.5;0;-0.0080428923;-0.0276306024;0;-0.0027653849;-0.0007232734;0.1381744847;-0.004723486;-0.0600635159;0.005011536;0.006911546;0;0;-0.036191436;0.0555081723;0;0.0275218526;-0.0382109881;0;0.0322756556;-0.04917267;0;-0.0049267347;-0.0580245055;0.041443986;-0.0172487493;0;0.01622429;0.0148495594;2.17616654
49.75;0;-0.0102644184;-0.0258461009;0;-0.00470097;0.0008617958;0.1357059171;-0.005031461;-0.0580819432;0.001778339;0.008672442;0;0;-0.040905481;0.0576178025;0;0.0253645358;-0.0363870556;0;0.0302961067;-0.04724654;0;-0.0050721087;-0.0570946196;0.03851364;-0.0152011699;0;0.01566557;0.0095091657;2.1885952
50;0;-0.0124994715;-0.0240232453;0;-0.0066477057;0.0024582307;0.1332125734;-0.005341362;-0.0560667451;-0.001485146;0.01044206;0;0;-0.045688325;0.0597279526;0;0.0231966359;-0.0345452885;0;0.0283037759;-0.04529601;0;-0.0052142881;-0.0561260131;0.035556391;-0.0131467736;0;0.01510137;0.0041280263;2.20097223
50.25;0;-0.0147479598;-0.0221633767;0;-0.0086054279;0.0040657524;0.1306951767;-0.005653169;-0.0540184326;-0.004778816;0.01222027;0;0;-0.050539765;0.061838426;0;0.0210176872;-0.0326861618;0;0.0262986642;-0.04332189;0;-0.0053536567;-0.0551192405;0.032572684;-0.0110858328;0;0.01453168;-0.0012929342;2.21329792
50.5;0;-0.0170098205;-0.0202679798;0;-0.0105739278;0.0056840143;0.1281544121;-0.005966943;-0.0519375624;-0.008102568;0.01400693;0;0;-0.05545938;0.0639490291;0;0.0188274151;-0.0308101008;0;0.0242807595;-0.04132496;0;-0.005490535;-0.0540749492;0.029562953;-0.0090186133;0;0.01395655;-0.0067534932;2.22557257
50.75;0;-0.0192850544;-0.0183384624;0;-0.0125529846;0.0073126775;0.1255909169;-0.006282777;-0.049824604;-0.011456292;0.01580191;0;0;-0.060446655;0.0660595769;0;0.0166255943;-0.0289174928;0;0.0222500636;-0.03930597;0;-0.0056252555;-0.052993793;0.026527624;-0.0069453745;0;0.01337599;-0.0122534223;2.23779648
51;0;-0.0215737385;-0.0163759299;0;-0.0145424062;0.0089514283;0.1230052923;-0.006600782;-0.0476799487;-0.01483988;0.01760509;0;0;-0.065500979;0.0681698924;0;0.0144120469;-0.027008701;0;0.0202066488;-0.03726564;0;-0.0057581972;-0.0518764229;0.023467118;-0.0048663694;0;0.01279002;-0.017792333;2.24996995
51.25;0;-0.023876029;-0.0143815371;0;-0.0165420611;0.0105999539;0.1203980889;-0.006921068;-0.0455040258;-0.018253219;0.01941635;0;0;-0.070621629;0.0702798026;0;0.0121865611;-0.0250840724;0;0.0181505576;-0.03520459;0;-0.0058897284;-0.0507234758;0.020381844;-0.0027818447;0;0.01219862;-0.0233697599;2.26209328
51.5;0;-0.0261925005;-0.0123567886;0;-0.0185521953;0.0122579274;0.1177696854;-0.007243698;-0.0432974405;-0.021696196;0.02123555;0;0;-0.075807622;0.0723891457;0;0.0099489076;-0.0231439994;0;0.0160817149;-0.03312348;0;-0.0060200605;-0.049535535;0.017272208;-0.0006920413;0;0.01160178;-0.0289850808;2.27416682
51.75;0;-0.0285237074;-0.010303288;0;-0.0205730857;0.0139250178;0.1151203731;-0.007568711;-0.0410608231;-0.025168693;0.02306257;0;0;-0.081057784;0.0744977658;0;0.0076988081;-0.0211888951;0;0.0140000164;-0.03102295;0;-0.0061493952;-0.0483131792;0.014138605;0.0014028059;0;0.01099951;-0.034637635;2.28619086
52;0;-0.0308700995;-0.008222748;0;-0.022604908;0.0156008924;0.1124504171;-0.00789616;-0.0387948088;-0.028670594;0.0248973;0;0;-0.086370906;0.0766055045;0;0.0054360064;-0.0192191547;0;0.0119053924;-0.02890361;0;-0.0062779478;-0.0470569924;0.010981426;0.0035024675;0;0.01039181;-0.0403267919;2.29816572
52.25;0;-0.0332320906;-0.0061169672;0;-0.0246478117;0.017285219;0.1097601011;-0.008226101;-0.0365000522;-0.032201778;0.02673962;0;0;-0.091745744;0.0787122073;0;0.0031603686;-0.0172351534;0;0.0097978583;-0.02676602;0;-0.0064059287;-0.0457675766;0.007801053;0.0056067198;0;0.009778674;-0.0460520629;2.31009173
52.5;0;-0.0356101371;-0.0039876474;0;-0.0267020654;0.0189776681;0.1070498259;-0.008558532;-0.0341771869;-0.035762124;0.02858941;0;0;-0.097181324;0.0808177406;0;0.0008718606;-0.0152372932;0;0.0076773547;-0.02461078;0;-0.0065334257;-0.044445561;0.004597861;0.0077153445;0;0.009160206;-0.0518134167;2.3219692
52.75;0;-0.0380046498;-0.0018364705;0;-0.0287678188;0.0206779212;0.1043200449;-0.008893501;-0.0318268248;-0.03935151;0.03044656;0;0;-0.102676773;0.0829219743;0;-0.0014296517;-0.0132259954;0;0.0055437741;-0.02243851;0;-0.0066605498;-0.0430915584;0.001372219;0.0098281284;0;0.008536515;-0.0576109073;2.33379846
53;0;-0.0404160578;0.0003347705;0;-0.0308452436;0.0223856676;0.101571211;-0.009231057;-0.0294496325;-0.04296981;0.03231095;0;0;-0.108231209;0.0850247748;0;-0.0037443783;-0.0112016906;0;0.0033969798;-0.02024989;0;-0.0067874414;-0.0417061696;-0.001875509;0.0119448636;0;0.007907703;-0.0634445249;2.3455798
53.25;0;-0.0428446949;0.0025243861;0;-0.0329345588;0.0241005886;0.0988037585;-0.009571203;-0.0270463242;-0.0466169;0.03418248;0;0;-0.113843739;0.0871260096;0;-0.0060724803;-0.0091647991;0;0.0012368401;-0.01804558;0;-0.0069142046;-0.0402899456;-0.005144969;0.0140653471;0;0.007273858;-0.0693142141;2.35731355
53.5;0;-0.0452903991;0.0047315279;0;-0.0350359152;0.0258223543;0.0960180667;-0.009913817;-0.0246175226;-0.050292651;0.03606104;0;0;-0.119513266;0.0892255497;0;-0.0084139236;-0.0071157682;0;-0.0009367332;-0.01582626;0;-0.0070407881;-0.0388433766;-0.008435809;0.0161893809;0;0.006635051;-0.075219918;2.36900002
53.75;0;-0.0477528097;0.0069554981;0;-0.0371493687;0.0275506419;0.0932145086;-0.01025875;-0.0221637982;-0.053996937;0.03794652;0;0;-0.12523851;0.0913232687;0;-0.0107685365;-0.0050550251;0;-0.0031237002;-0.01359251;0;-0.0071671503;-0.0373669479;-0.011747687;0.0183167715;0;0.005991357;-0.0811614888;2.38063949
54;0;-0.0502315535;0.0091955803;0;-0.0392749247;0.0292851429;0.0903934538;-0.01060586;-0.0196857076;-0.057729627;0.03983881;0;0;-0.131018137;0.0934190407;0;-0.0131361813;-0.0029829828;0;-0.0053239753;-0.01134491;0;-0.0072933096;-0.0358611228;-0.015080265;0.0204473303;0;0.005342853;-0.0871387004;2.39223227
54.25;0;-0.052726355;0.0114510871;0;-0.041412661;0.0310255611;0.0875552561;-0.01095502;-0.0171838178;-0.061490591;0.04173782;0;0;-0.136850789;0.0955127436;0;-0.0155167673;-0.0009000662;0;-0.0075374678;-0.009084028;0;-0.0074193067;-0.0343263698;-0.018433211;0.022580873;0;0.00468961;-0.093151208;2.40377864
54.5;0;-0.0552370598;0.0137214014;0;-0.0435628449;0.0327716082;0.0847002319;-0.01130602;-0.0146586731;-0.065279698;0.04364343;0;0;-0.142734994;0.0976042656;0;-0.0179103729;0.0011932506;0;-0.0097642853;-0.006810539;0;-0.007545081;-0.0327631797;-0.021806199;0.0247172199;0;0.004031667;-0.0991986138;2.41527887
54.75;0;-0.05776353;0.0160060038;0;-0.0457257627;0.0345230112;0.0818286696;-0.01165863;-0.0121107834;-0.069096815;0.04555556;0;0;-0.148669043;0.0996935032;0;-0.0203170379;0.0032965073;0;-0.0120045036;-0.004525077;0;-0.0076705824;-0.0311720787;-0.025198908;0.0268561953;0;0.003369063;-0.1052803649;2.42673323
55;0;-0.0603055286;0.0183045081;0;-0.0479015797;0.0362795209;0.0789408395;-0.01201267;-0.0095406384;-0.072941809;0.0474741;0;0;-0.154651103;0.1017803528;0;-0.0227368051;0.0054092551;0;-0.0142581622;-0.002228262;0;-0.0077957958;-0.0295535954;-0.028611024;0.028997628;0;0.002701834;-0.1113957282;2.43814199
55.25;0;-0.0628628274;0.0206165145;0;-0.0500903549;0.0380409115;0.0760370628;-0.01236799;-0.0069486975;-0.076814547;0.04939896;0;0;-0.160679435;0.1038647137;0;-0.0251697586;0.0075310852;0;-0.0165253419;0.00007933491;0;-0.0079207077;-0.0279082162;-0.032042237;0.0311413506;0;0.00203004;-0.1175439238;2.4495054
55.5;0;-0.0654354149;0.0229415839;0;-0.0522922229;0.0398069715;0.0731178665;-0.01272442;-0.0043353412;-0.080714894;0.05133004;0;0;-0.166752452;0.1059464954;0;-0.0276161865;0.0096616483;0;-0.0188063741;0.002397194;0;-0.0080452766;-0.0262364155;-0.035492242;0.0332871999;0;0.001353787;-0.123724326;2.46082372
55.75;0;-0.0680232743;0.025279346;0;-0.0545072813;0.0415775071;0.0701838455;-0.01308183;-0.0017008934;-0.084642714;0.05326724;0;0;-0.17286857;0.1080256131;0;-0.0300763763;0.011800628;0;-0.0211015919;0.004724852;0;-0.0081694833;-0.0245386876;-0.038960742;0.0354350164;0;0.0006731871;-0.1299361638;2.47209721
56;0;-0.0706263907;0.0276294168;0;-0.0567355573;0.0433523421;0.0672356156;-0.01344007;0.0009543687;-0.088597871;0.05521048;0;0;-0.179026253;0.1101019818;0;-0.0325505985;0.0139477141;0;-0.0234112606;0.007061859;0;-0.0082933603;-0.0228155395;-0.042447441;0.0375846445;0;-0.00001164243;-0.1361785431;2.48332612
56.25;0;-0.0732447407;0.0299916525;0;-0.0589770902;0.0451313472;0.0642737681;-0.01379901;0.0036301676;-0.09258023;0.05715966;0;0;-0.185223907;0.1121755174;0;-0.0350390726;0.0161026071;0;-0.0257355674;0.009407738;0;-0.0084169842;-0.0210674933;-0.045952051;0.0397359322;0;-0.0007005782;-0.1424505535;2.4945107
56.5;0;-0.075878307;0.032366214;0;-0.0612320528;0.0469144082;0.061298976;-0.01415847;0.0063262138;-0.096589653;0.05911469;0;0;-0.191459894;0.1142461422;0;-0.0375418878;0.0182650137;0;-0.0280746512;0.0117619;0;-0.0085404139;-0.0192950787;-0.049474288;0.0418887312;0;-0.001393487;-0.1487516335;2.50565121
56.75;0;-0.0785270602;0.0347536436;0;-0.0635006073;0.0487014384;0.0583119689;-0.0145183;0.0090422372;-0.100625784;0.06107545;0;0;-0.197732644;0.1163137811;0;-0.04005906;0.0204346522;0;-0.0304285498;0.01412379;0;-0.008663736;-0.0174988219;-0.053013802;0.0440428781;0;-0.00209024;-0.1550812194;2.51674788
57;0;-0.0811909021;0.0371546764;0;-0.0657828259;0.0504923731;0.055313464;-0.01487838;0.0117779422;-0.104687668;0.06304165;0;0;-0.204040602;0.1183783596;0;-0.0425906144;0.0226112537;0;-0.0327972392;0.0164929;0;-0.008787094;-0.0156792535;-0.056570057;0.0461981625;0;-0.00279071;-0.1614387033;2.52780098
57.25;0;-0.0838696145;0.0395700538;0;-0.0680786969;0.0522871446;0.0523041584;-0.01523859;0.0145329407;-0.108774268;0.06501303;0;0;-0.210382153;0.1204398041;0;-0.0451365817;0.0247945444;0;-0.035180661;0.01886874;0;-0.0089106462;-0.0138368917;-0.060142497;0.0483543703;0;-0.003494777;-0.1678234184;2.53881072
57.5;0;-0.0865629455;0.0420001542;0;-0.0703882511;0.05408564;0.0492847694;-0.0155988;0.0173066738;-0.112884569;0.06698931;0;0;-0.216755879;0.1224980441;0;-0.0476968411;0.0269841988;0;-0.0375786342;0.0212508;0;-0.0090344861;-0.0119722426;-0.063730575;0.0505112927;0;-0.004202342;-0.1742345987;2.54977736
57.75;0;-0.0892706723;0.044445241;0;-0.0727115357;0.0558877374;0.0462560189;-0.01595888;0.020098532;-0.11701758;0.06897021;0;0;-0.223160419;0.1245530099;0;-0.0502712504;0.0291798737;0;-0.0399909243;0.02363856;0;-0.0091587114;-0.0100858134;-0.067333758;0.0526687259;0;-0.004913313;-0.1806714538;2.56070111
58;0;-0.0919926314;0.0469054986;0;-0.0750485904;0.0576933086;0.0432186437;-0.01631871;0.0229079268;-0.121172331;0.07095549;0;0;-0.229594439;0.1266046322;0;-0.0528597065;0.0313812287;0;-0.042417299;0.02603154;0;-0.0092834424;-0.0081781239;-0.070951523;0.0548264712;0;-0.005627608;-0.1871330888;2.57158221
58.25;0;-0.0947286273;0.0493808718;0;-0.077399361;0.0595022119;0.0401733871;-0.01667822;0.0257342783;-0.125347875;0.07294487;0;0;-0.23605655;0.1286528411;0;-0.0554621372;0.0335879291;0;-0.044857552;0.02842925;0;-0.0094088003;-0.0062497298;-0.07458336;0.0569843348;0;-0.006345155;-0.1936184381;2.58242087
58.5;0;-0.0974784027;0.0518707291;0;-0.0797635913;0.0613142675;0.0371210773;-0.01703738;0.0285770847;-0.129543285;0.07493812;0;0;-0.242545283;0.130697566;0;-0.0580784903;0.0357996268;0;-0.0473115442;0.0308312;0;-0.0095348645;-0.0043012595;-0.078228768;0.0591421277;0;-0.00706591;-0.2001263381;2.59321734
58.75;0;-0.1002417225;0.054374381;0;-0.0821409873;0.0631292956;0.0340625664;-0.01739619;0.0314358603;-0.133757655;0.07693499;0;0;-0.249059182;0.1327387359;0;-0.0607087601;0.0380159856;0;-0.049779142;0.03323693;0;-0.0096617404;-0.0023333095;-0.081887257;0.0612996654;0;-0.007789855;-0.206655525;2.60397183
59;0;-0.1030183237;0.0568912172;0;-0.0845312155;0.0649471295;0.030998711;-0.01775467;0.0343101283;-0.137990101;0.07893523;0;0;-0.255596757;0.134776281;0;-0.0633529599;0.0402366952;0;-0.0522601849;0.03564602;0;-0.0097895662;-0.0003464187;-0.08555835;0.0634567681;0;-0.008516982;-0.2132045738;2.61468457
59.25;0;-0.1058079186;0.0594205728;0;-0.0869339241;0.0667676047;0.0279303165;-0.01811282;0.0371994184;-0.142239755;0.08093861;0;0;-0.262156427;0.1368101314;0;-0.0660110423;0.0424614673;0;-0.0547544453;0.03805808;0;-0.0099185067;0.0016588784;-0.089241577;0.0656132602;0;-0.009247289;-0.2197719905;2.62535578
59.5;0;-0.1086103212;0.061961595;0;-0.0893488711;0.068590552;0.0248580031;-0.01847059;0.0401032857;-0.146505773;0.08294492;0;0;-0.268736579;0.138840211;0;-0.0686828527;0.0446900222;0;-0.0572616038;0.04047277;0;-0.0100487343;0.0036819653;-0.092936479;0.0677689707;0;-0.009980776;-0.22635625;2.63598571
59.75;0;-0.1114253407;0.0645134318;0;-0.0917758237;0.0704158207;0.0217822863;-0.01882789;0.0430213119;-0.150787325;0.08495391;0;0;-0.275335522;0.1408664419;0;-0.071368264;0.0469220845;0;-0.0597813074;0.04288977;0;-0.0101804576;0.0057222168;-0.096642608;0.0699237327;0;-0.01071744;-0.2329559037;2.64657457
60;0;-0.114252768;0.0670753983;0;-0.0942145269;0.0722433013;0.0187036527;-0.01918462;0.0459530704;-0.155083602;0.08696538;0;0;-0.281951474;0.1428887453;0;-0.0740671946;0.0491573819;0;-0.0623131852;0.04530877;0;-0.0103139218;0.0077790153;-0.100359523;0.0720773832;0;-0.01145729;-0.2395695526;2.65712259
60.25;0;-0.1170923307;0.0696470745;0;-0.0966646465;0.0740729195;0.015622624;-0.01954072;0.0488980966;-0.159393814;0.08897911;0;0;-0.288582649;0.1449070447;0;-0.0767795642;0.0513956488;0;-0.0648568848;0.04772946;0;-0.0104493563;0.0098517348;-0.104086796;0.0742297637;0;-0.01220033;-0.2461958267;2.66762999
