age;FEV1_males_Lspline;FEV1_males_Mspline;FEV1_males_Sspline;FVC_males_Lspline;FVC_males_Mspline;FVC_males_Sspline;FEV1FVC_males_Lspline;FEV1FVC_males_Mspline;FEV1FVC_males_Sspline;FEF25_75_males_Mspline;FEF25_75_males_Sspline;FEF25_75_males_Lspline;FEF75_males_Lspline;FEF75_males_Mspline;FEF75_males_Sspline;FEV1_females_Lspline;FEV1_females_Mspline;FEV1_females_Sspline;FVC_females_Lspline;FVC_females_Mspline;FVC_females_Sspline;FEV1FVC_females_Lspline;FEV1FVC_females_Mspline;FEV1FVC_females_Sspline;FEF25_75_females_Mspline;FEF25_75_females_Sspline;FEF25_75_females_Lspline;FEF75_females_Lspline;FEF75_females_Mspline;FEF75_females_Sspline
9.25;0;-0.0657695678;-0.0210454809;0;-0.0514752535;-0.0024370167;-0.109177539;-0.01389113;0.0104178109;-0.286235213;0.1082306;0;0;-0.304247084;0.0509850003;0;-0.0824860264;0.0156610862;0;-0.0669341683;0.001038936;0;-0.0137267588;0.0141609485;-0.316560148;0.1713358051;0;-0.02640907;-0.3575075752;-1.23032393
9.5;0;-0.0622102514;-0.0313406127;0;-0.0481667744;-0.0092171523;-0.1254034526;-0.01420561;0.0048031031;-0.275973861;0.09596458;0;0;-0.29769308;0.0445817765;0;-0.074684007;0.0112366585;0;-0.0603510105;-0.004603962;0;-0.0128901327;0.0108227518;-0.295938328;0.1595635208;0;-0.02032148;-0.3360414807;-1.18440619
9.75;0;-0.0585724939;-0.0397201793;0;-0.0449259338;-0.0154553878;-0.1400401107;-0.01434906;-0.0006579637;-0.265255658;0.08427345;0;0;-0.289391768;0.0383513024;0;-0.0662956885;0.0072475631;0;-0.0533922767;-0.00952685;0;-0.0118862605;0.0075820479;-0.275278898;0.1481251882;0;-0.01468028;-0.3133077165;-1.13963575
10;0;-0.0549191373;-0.0460755428;0;-0.0418209444;-0.0211267484;-0.1532818961;-0.01425778;-0.0057561252;-0.25402451;0.0731568;0;0;-0.279357293;0.03229644;0;-0.0573476736;0.0036549657;0;-0.046126932;-0.01374553;0;-0.0106432261;0.0045167459;-0.254672708;0.1370266199;0;-0.009432845;-0.2894010002;-1.09594435
10.25;0;-0.0512824402;-0.0504066783;0;-0.038895798;-0.0262246957;-0.1652984555;-0.01388478;-0.0103468439;-0.242234686;0.06261198;0;0;-0.267640299;0.0264182841;0;-0.0479023268;0.0004167112;0;-0.0386392631;-0.01730118;0;-0.0091204061;0.0016697859;-0.23419774;0.1262715248;0;-0.004534627;-0.2644720478;-1.05326899
10.5;0;-0.0475800831;-0.052812473;0;-0.036119562;-0.0307656985;-0.176241223;-0.01319707;-0.0143458141;-0.229849271;0.05263456;0;0;-0.254202884;0.0207159834;0;-0.0380326626;-0.0025125182;0;-0.0309947481;-0.02025238;0;-0.0073156746;-0.000941501;-0.213920875;0.115861857;0;0.00005236247;-0.2386957193;-1.01155146
10.75;0;-0.0437013827;-0.0534529978;0;-0.0334371419;-0.0347797663;-0.1862276783;-0.01217052;-0.0176992847;-0.216839921;0.04321823;0;0;-0.239047109;0.0151872191;0;-0.0277928784;-0.0051794532;0;-0.0232340863;-0.02266699;0;-0.0052449989;-0.00331917;-0.193900099;0.105797977;0;0.004361238;-0.2122311181;-0.97073798
11;0;-0.0395487194;-0.0525338378;0;-0.0307750149;-0.0383016023;-0.1953403655;-0.01079309;-0.0203502384;-0.20321289;0.03434482;0;0;-0.222252253;0.0098289497;0;-0.0172083499;-0.0076252564;0;-0.0153764784;-0.02460672;0;-0.0029300577;-0.005474625;-0.17420381;0.0960755685;0;0.00842079;-0.1852762382;-0.93077988
11.25;0;-0.0350000685;-0.0503399569;0;-0.0280244381;-0.0413764781;-0.2036398368;-0.009068982;-0.0222651208;-0.189006053;0.02598533;0;0;-0.203953242;0.004638179;0;-0.0063132289;-0.0098886797;0;-0.0074307585;-0.02613273;0;-0.000403791;-0.0074161408;-0.154910562;0.0866860956;0;0.01225822;-0.1580629402;-0.891632
11.5;0;-0.0299095656;-0.0471595895;0;-0.0250480295;-0.0440537265;-0.2111718888;-0.007022179;-0.0234526079;-0.174256058;0.01811225;0;0;-0.184266485;-0.0003877518;0;0.0048154444;-0.0120088121;0;0.0005722059;-0.02731311;0;0.0022893004;-0.0091618048;-0.13608873;0.0776209072;0;0.01589872;-0.1307774581;-0.85325132
11.75;0;-0.0241328087;-0.0432006791;0;-0.0216945719;-0.046380655;-0.2179613326;-0.004695951;-0.0239397727;-0.158996883;0.01070002;0;0;-0.163350253;-0.0052528175;0;0.0160714858;-0.0140194072;0;0.0085817227;-0.0282153;0;0.005104564;-0.0107232274;-0.117796817;0.0688714773;0;0.01936569;-0.1036181884;-0.81559844
12;0;-0.0175605902;-0.0386839924;0;-0.0178332387;-0.0484007958;-0.2240211843;-0.002135651;-0.0237678126;-0.143260073;0.003724822;0;0;-0.141412972;-0.0099615596;0;0.0273533022;-0.0159514572;0;0.016551431;-0.02890127;0;0.0079970022;-0.0121154048;-0.100084706;0.0604294292;0;0.02267942;-0.076811419;-0.77863824
12.25;0;-0.01014532;-0.0338514125;0;-0.0133771185;-0.0501554464;-0.2293521178;0.0006149746;-0.0229827622;-0.127074953;-0.002835506;0;0;-0.118680645;-0.0145170668;0;0.0385659572;-0.0178334127;0;0.0244434177;-0.02942569;0;0.0109213109;-0.01335496;-0.082994734;0.0522865531;0;0.02585537;-0.0506055639;-0.74233828
12.5;0;-0.0019026896;-0.0289701671;0;-0.00829144;-0.0516856917;-0.2339539484;0.003510923;-0.0216553254;-0.11046882;-0.009001668;0;0;-0.095328071;-0.0189217303;0;0.049620695;-0.0196867055;0;0.0322230307;-0.02983058;0;0.0138308834;-0.0144644427;-0.066562632;0.0444348201;0;0.02890191;-0.0251540631;-0.70666687
12.75;0;0.0071457619;-0.0242703844;0;-0.0025514951;-0.0530285966;-0.2378250729;0.006505488;-0.0198713476;-0.093467108;-0.01479301;0;0;-0.071515321;-0.0231782207;0;0.0604330935;-0.0215217846;0;0.0398588722;-0.03014363;0;0.0166804106;-0.0154591455;-0.05081834;0.0368663917;0;0.03182694;-0.0005923316;-0.67159398
13;0;0.016942924;-0.0199492682;0;0.0038413049;-0.0542175078;-0.2409690133;0.009549551;-0.0177201052;-0.076107359;-0.02022823;0;0;-0.047410576;-0.0272898018;0;0.0709281316;-0.0233420376;0;0.047320146;-0.03038573;0;0.019432873;-0.0163465545;-0.035783802;0.0295733787;0;0.03463731;0.0229589075;-0.6370919
13.25;0;0.0273895517;-0.0161697796;0;0.0108424863;-0.0552829777;-0.2433985202;0.01260075;-0.0152823443;-0.058525194;-0.02532928;0;0;-0.023179051;-0.0312599685;0;0.0810455561;-0.0251479188;0;0.0545803058;-0.0305739;0;0.0220572804;-0.0171353496;-0.021455487;0.0225463057;0;0.03733815;0.0454040353;-0.60313502
13.5;0;0.0383523381;-0.0130490971;0;0.0183697603;-0.0562524613;-0.2451332505;0.0156246;-0.012622344;-0.040886998;-0.03011844;0;0;0.001035163;-0.0350912531;0;0.0907276804;-0.0269377665;0;0.0616102019;-0.03072202;0;0.0245267992;-0.0178343626;-0.007819154;0.015775323;0;0.03993351;0.066674365;-0.56969968
13.75;0;0.0496785324;-0.0106778778;0;0.0263239837;-0.0571495716;-0.2462014324;0.01859111;-0.0097857543;-0.02334181;-0.03461633;0;0;0.025080463;-0.0387856627;0;0.0999316944;-0.0287104419;0;0.0683850153;-0.03084524;0;0.0268238449;-0.0184469972;0.005139504;0.0092510717;0;0.04242589;0.0867222434;-0.53676361
14;0;0.0612203578;-0.0090993724;0;0.0346104287;-0.0579922533;-0.2466358758;0.02147073;-0.0068121726;-0.006022883;-0.03884204;0;0;0.048787155;-0.0423443529;0;0.1086288153;-0.0304665211;0;0.0748851408;-0.03096119;0;0.0289382575;-0.0189730505;0.017434748;0.0029646563;0;0.04481613;0.1055333405;-0.50430587
14.25;0;0.072832322;-0.0083385175;0;0.0431366641;-0.0587952911;-0.24646937;0.02423179;-0.003753917;0.010950703;-0.04281326;0;0;0.071962733;-0.0457680616;0;0.1167979745;-0.0322063969;0;0.0810917085;-0.03108496;0;0.0308667072;-0.0194124888;0.029080749;-0.0030923838;0;0.0471043;0.1231138803;-0.47230714
14.5;0;0.0843844039;-0.0083940909;0;0.0518160332;-0.0595716419;-0.2457364535;0.02684421;-0.0006713178;0.02747261;-0.04654638;0;0;0.094449823;-0.0490577586;0;0.1244125838;-0.0339279929;0;0.0869809678;-0.03122463;0;0.0326068891;-0.0197698997;0.040091546;-0.0089281018;0;0.04928935;0.139515539;-0.44074915
14.75;0;0.0957572771;-0.0092251631;0;0.0605600206;-0.0603306976;-0.2444724899;0.02928504;0.0023834429;0.043447963;-0.05005664;0;0;0.116097734;-0.0522149221;0;0.1314569654;-0.0356285478;0;0.0925356209;-0.03138479;0;0.0341594021;-0.0200499315;0.050481017;-0.0145501685;0;0.05137049;0.1547826046;-0.40961488
15;0;0.106826235;-0.0107926554;0;0.0692708105;-0.0610810879;-0.2427120309;0.03153645;0.005363826;0.05879222;-0.05335819;0;0;0.136745969;-0.0552421006;0;0.1379293088;-0.0373050881;0;0.0977463082;-0.03156751;0;0.0355276165;-0.0202581476;0.060262855;-0.0199658949;0;0.05334814;0.1689521751;-0.37888821
15.25;0;0.1174742398;-0.0130634431;0;0.0778532395;-0.0618317824;-0.240486739;0.03358525;0.0082314302;0.073430148;-0.05646422;0;0;0.156254415;-0.0581422507;0;0.143833806;-0.0389547254;0;0.1026062529;-0.03177492;0;0.0367174695;-0.020399395;0.069450539;-0.0251822543;0;0.05522324;0.1820647556;-0.34855401
15.5;0;0.1276008974;-0.0159846993;0;0.0862224483;-0.0625893258;-0.2378256183;0.03542214;0.0109535323;0.087295459;-0.05938697;0;0;0.174547469;-0.0609184874;0;0.1491777368;-0.0405750035;0;0.1071107555;-0.03201017;0;0.0377365951;-0.0204770784;0.078057494;-0.0302058983;0;0.05699627;0.1941714165;-0.31859835
15.75;0;0.1371309774;-0.0194704939;0;0.0943066565;-0.0633560419;-0.2347566719;0.03704382;0.0135036752;0.100356614;-0.06213782;0;0;0.191594983;-0.0635738283;0;0.1539786931;-0.042163648;0;0.1112626384;-0.03227486;0;0.0385949625;-0.0204932164;0.086105167;-0.03504302;0;0.0586672;0.2053217984;-0.28900832
16;0;0.146004943;-0.0234328133;0;0.1020454897;-0.0641332116;-0.2313070748;0.03845005;0.0158641395;0.112625116;-0.06472725;0;0;0.207384353;-0.0661111782;0;0.1582679761;-0.0437171291;0;0.1150736627;-0.03256641;0;0.0393051951;-0.0204474735;0.093625777;-0.0396993174;0;0.06023632;0.2155647468;-0.2597715
16.25;0;0.1541754152;-0.0277770036;0;0.1093878502;-0.064921023;-0.227499792;0.03964286;0.0180284419;0.12411571;-0.06716507;0;0;0.221896612;-0.0685326409;0;0.1620811514;-0.0452322598;0;0.1185603377;-0.03288073;0;0.0398805355;-0.0203374834;0.100650382;-0.0441802394;0;0.06170435;0.2249599225;-0.23087596
16.5;0;0.1616232383;-0.0324055953;0;0.1162957837;-0.0657180646;-0.2233570059;0.04063197;0.0199952345;0.134843048;-0.06946043;0;0;0.235141834;-0.0708398348;0;0.1654614031;-0.0467061468;0;0.1217469608;-0.03321202;0;0.0403331237;-0.0201617968;0.107208046;-0.048491017;0;0.06307199;0.23359246;-0.20231085
16.75;0;0.1683548226;-0.0372272387;0;0.1227424934;-0.0665230569;-0.2189008017;0.04143279;0.021762187;0.144821658;-0.0716219;0;0;0.247141327;-0.0730349148;0;0.1684467214;-0.0481365743;0;0.1246545748;-0.03355543;0;0.0406739373;-0.0199215314;0.113325983;-0.0526366736;0;0.06434061;0.2415406441;-0.17406633
17;0;0.1743911389;-0.0421490981;0;0.1287091686;-0.0673345174;-0.214151971;0.0420622;0.0233255714;0.154065924;-0.0736575;0;0;0.257923103;-0.0751202984;0;0.1710660747;-0.0495223508;0;0.1272977418;-0.03390802;0;0.0409133172;-0.0196192165;0.119029697;-0.0566220356;0;0.06551228;0.2488719278;-0.14613336
17.25;0;0.1797596525;-0.0470893489;0;0.1341870741;-0.0681501347;-0.2091301319;0.0425355;0.0246816843;0.16259006;-0.07557476;0;0;0.267518377;-0.0770986096;0;0.1733492323;-0.0508626525;0;0.1296900997;-0.03426827;0;0.0410617972;-0.0192588523;0.124343106;-0.0604517423;0;0.06658892;0.2556499457;-0.1185036
17.5;0;0.1845082341;-0.051982736;0;0.1391890439;-0.0689672882;-0.2038532225;0.04286716;0.0258282457;0.170408096;-0.0773807;0;0;0.275950797;-0.078972938;0;0.1753285653;-0.0521571493;0;0.1318468409;-0.03463597;0;0.0411300485;-0.0188450377;0.129288657;-0.0641302547;0;0.06757364;0.2619245876;-0.09116947
17.75;0;0.1886947596;-0.0567787204;0;0.1437362229;-0.0697839813;-0.1983391514;0.0430722;0.0267644709;0.177533866;-0.07908195;0;0;0.283261646;-0.0807462304;0;0.1770332793;-0.0534056159;0;0.1337815746;-0.03501185;0;0.0411278031;-0.0183824058;0.13388743;-0.0676618643;0;0.06846981;0.2677403868;-0.06412361
18;0;0.1923745447;-0.0614384988;0;0.1478490875;-0.0705991037;-0.1926058563;0.04316498;0.0274902972;0.183980993;-0.0806847;0;0;0.289507524;-0.0824213736;0;0.1784904743;-0.0546076352;0;0.1355075294;-0.03539683;0;0.0410630505;-0.0178760094;0.138159234;-0.071050701;0;0.06928036;0.2731358162;-0.03735903
18.25;0;0.1955957936;-0.0659295317;0;0.1515459577;-0.0714113847;-0.1866699795;0.043159;0.0280074188;0.189762882;-0.0821948;0;0;0.294760405;-0.0840011379;0;0.1797248676;-0.0557632946;0;0.1370378408;-0.03579228;0;0.0409427041;-0.0173317369;0.142122696;-0.0743007408;0;0.07000799;0.2781448065;-0.01086902
18.5;0;0.1983986907;-0.0702219987;0;0.154846734;-0.0722170465;-0.1805466311;0.043068;0.0283249224;0.194892713;-0.08361771;0;0;0.299102614;-0.0854878805;0;0.1807610195;-0.0568741045;0;0.1383901242;-0.03620035;0;0.0407714141;-0.016757543;0.145795345;-0.0774158133;0;0.07065561;0.2827867716;0.01535314
18.75;0;0.2008173173;-0.07428185;0;0.1577665693;-0.0730119609;-0.1742491408;0.04290548;0.0284524108;0.199386492;-0.08495845;0;0;0.302619025;-0.0868835945;0;0.1816207723;-0.0579423036;0;0.1395817122;-0.03662397;0;0.0405523778;-0.0161619311;0.149193746;-0.0803996627;0;0.07122601;0.2870769534;0.04131394
19;0;0.2028810421;-0.0780782097;0;0.1603151094;-0.0737923465;-0.1677898526;0.04268467;0.0283967722;0.203282623;-0.08622062;0;0;0.305399631;-0.0881902351;0;0.1823234058;-0.0589703126;0;0.1406282993;-0.037066;0;0.0402885045;-0.0155527937;0.152334;-0.083256304;0;0.07172182;0.291023412;0.06701949
19.25;0;0.2046162039;-0.081581808;0;0.1625039202;-0.0745540044;-0.1611811813;0.04241711;0.0281651816;0.206627589;-0.08740715;0;0;0.307527786;-0.0894099587;0;0.1828867737;-0.0599604074;0;0.1415443551;-0.03752856;0;0.0399833558;-0.0149364109;0.155231495;-0.0859897736;0;0.07214588;0.294628952;0.09247568
19.5;0;0.2060470876;-0.0847669432;0;0.1643576811;-0.0752922087;-0.1544378661;0.04211016;0.0277703225;0.209465032;-0.08852083;0;0;0.309071722;-0.0905451146;0;0.1833282784;-0.0609147713;0;0.142344276;-0.03801277;0;0.0396416536;-0.0143177404;0.157900728;-0.0886039397;0;0.07250229;0.2978915482;0.11768828
19.75;0;0.2071926715;-0.0876121007;0;0.1659023116;-0.0760022342;-0.1475743605;0.04176869;0.0272253383;0.211835893;-0.08956432;0;0;0.310084895;-0.0915980951;0;0.1836634447;-0.0618358328;0;0.1430412994;-0.03851991;0;0.0392678857;-0.0137013625;0.160355361;-0.0911025104;0;0.07279515;0.3008099283;0.14266285
20;0;0.2080650726;-0.090099623;0;0.1671593941;-0.0766798985;-0.1406046903;0.04139626;0.0265425911;0.213778593;-0.09054015;0;0;0.31061217;-0.0925712523;0;0.1839058476;-0.062726298;0;0.1436474138;-0.03905157;0;0.0388661844;-0.013091501;0.162608278;-0.0934890422;0;0.07302828;0.3033852001;0.16740471
20.25;0;0.2086761981;-0.0922221716;0;0.1681498379;-0.0773219967;-0.1335430792;0.04099596;0.0257334877;0.2153292;-0.09145074;0;0;0.310694337;-0.0934669576;0;0.1840668931;-0.0635891874;0;0.1441732003;-0.03960916;0;0.0384403003;-0.0124924212;0.164671634;-0.0957669475;0;0.07320525;0.3056221408;0.19191884
20.5;0;0.2090409041;-0.0939926328;0;0.1688933161;-0.0779271107;-0.1264037646;0.04057142;0.0248058061;0.216521586;-0.09229842;0;0;0.310363437;-0.0942877062;0;0.1841514356;-0.0644282702;0;0.1446254868;-0.04019267;0;0.0379933385;-0.0119088582;0.166556902;-0.0979395024;0;0.07332931;0.3075287274;0.21620999
20.75;0;0.2091786179;-0.0954260235;0;0.1694103533;-0.0784943063;-0.1192001454;0.04012664;0.0237669599;0.21738757;-0.09308539;0;0;0.309656799;-0.0950358086;0;0.1841619718;-0.0652471571;0;0.1450095626;-0.04080124;0;0.0375278575;-0.0113453969;0.168274913;-0.1000098532;0;0.07340345;0.3091126149;0.24028269
21;0;0.2091123164;-0.0965358748;0;0.1697221481;-0.0790227611;-0.1119448258;0.03966578;0.0226239385;0.217957051;-0.09381376;0;0;0.308618885;-0.0957133337;0;0.1841007689;-0.0660492812;0;0.1453302044;-0.04143383;0;0.0370460945;-0.0108065337;0.1698359;-0.1019810232;0;0.07343042;0.3103802841;0.26414121
21.25;0;0.2088622243;-0.0973341465;0;0.1698468772;-0.0795117783;-0.1046496398;0.03919251;0.0213826766;0.218258133;-0.09448557;0;0;0.307290059;-0.0963221632;0;0.1839705752;-0.0668378341;0;0.1455916192;-0.04209011;0;0.0365503853;-0.0102963757;0.171249534;-0.1038559186;0;0.07341276;0.3113417865;0.28778969
21.5;0;0.2084422796;-0.097836532;0;0.1697979084;-0.0799611256;-0.097325933;0.03870933;0.0200466693;0.218317238;-0.09510275;0;0;0.305697909;-0.0968639855;0;0.1837723781;-0.0676154589;0;0.1457961896;-0.04277112;0;0.036042802;-0.0098181656;0.172524957;-0.1056373343;0;0.07335241;0.3120090742;0.31123219
