,template_id,template_version,template_name,template_function_name,chart_type,url
20,@flourish/line-bar-pie,38.6.2,"line, bar and pie charts",line_bar_pie,bar_stacked,https://app.flourish.studio/@flourish/line-bar-pie/38.6.2#api
20,@flourish/line-bar-pie,38.6.2,"line, bar and pie charts",line_bar_pie,bar_stacked_prop,https://app.flourish.studio/@flourish/line-bar-pie/38.6.2#api
20,@flourish/line-bar-pie,38.6.2,"line, bar and pie charts",line_bar_pie,bar_waterfall,https://app.flourish.studio/@flourish/line-bar-pie/38.6.2#api
20,@flourish/line-bar-pie,38.6.2,"line, bar and pie charts",line_bar_pie,donut,https://app.flourish.studio/@flourish/line-bar-pie/38.6.2#api
20,@flourish/line-bar-pie,38.6.2,"line, bar and pie charts",line_bar_pie,column_grouped_line,https://app.flourish.studio/@flourish/line-bar-pie/38.6.2#api
20,@flourish/line-bar-pie,38.6.2,"line, bar and pie charts",line_bar_pie,column_stacked_line,https://app.flourish.studio/@flourish/line-bar-pie/38.6.2#api
20,@flourish/line-bar-pie,38.6.2,"line, bar and pie charts",line_bar_pie,column_stacked_prop_line,https://app.flourish.studio/@flourish/line-bar-pie/38.6.2#api
20,@flourish/line-bar-pie,38.6.2,"line, bar and pie charts",line_bar_pie,area_stacked_line,https://app.flourish.studio/@flourish/line-bar-pie/38.6.2#api
20,@flourish/line-bar-pie,38.6.2,"line, bar and pie charts",line_bar_pie,line_line,https://app.flourish.studio/@flourish/line-bar-pie/38.6.2#api
39,@flourish/marimekko,6.4.1,marimekko,marimekko,marimekko,https://app.flourish.studio/@flourish/marimekko/6.4.1#api
40,@flourish/network-graph,16.4.1,network graph,network_graph,network,https://app.flourish.studio/@flourish/network-graph/16.4.1#api
41,@flourish/number-ticker,2.6.1,number ticker,number_ticker,number_ticker,https://app.flourish.studio/@flourish/number-ticker/2.6.1#api
42,@flourish/parliament-chart,10.3.1,parliament chart,parliament_chart,parliament,https://app.flourish.studio/@flourish/parliament-chart/10.3.1#api
43,@flourish/photo-slider,5.8.1,photo slider,photo_slider,photo_slider,https://app.flourish.studio/@flourish/photo-slider/5.8.1#api
44,@flourish/pictogram,8.5.1,pictogram,pictogram,pictogram,https://app.flourish.studio/@flourish/pictogram/8.5.1#api
45,@flourish/quiz,8.10.1,quiz,quiz,quiz,https://app.flourish.studio/@flourish/quiz/8.10.1#api
46,@flourish/radar,6.4.1,radar chart,radar,radar,https://app.flourish.studio/@flourish/radar/6.4.1#api
47,@flourish/sankey,12.4.1,sankey diagram,sankey,sankey,https://app.flourish.studio/@flourish/sankey/12.4.1#api
48,@flourish/scatter,33.6.1,scatter,scatter,scatter,https://app.flourish.studio/@flourish/scatter/33.6.1#api
49,@flourish/slope-chart,16.5.1,slope chart,slope_chart,slope,https://app.flourish.studio/@flourish/slope-chart/16.5.1#api
50,@flourish/sports,11.5.1,sports,sports,sports,https://app.flourish.studio/@flourish/sports/11.5.1#api
51,@flourish/sports-race,4.4.1,sports race,sports_race,sports_race,https://app.flourish.studio/@flourish/sports-race/4.4.1#api
52,@flourish/survey,18.4.1,survey,survey,survey,https://app.flourish.studio/@flourish/survey/18.4.1#api
53,@flourish/svg-annotator,6.0.2,svg annotator,svg_annotator,svg_annotator,https://app.flourish.studio/@flourish/svg-annotator/6.0.2#api
54,@flourish/table,21.6.1,table,table,table,https://app.flourish.studio/@flourish/table/21.6.1#api
55,@flourish/text-annotator,4.6.1,text annotator,text_annotator,text_annotator,https://app.flourish.studio/@flourish/text-annotator/4.6.1#api
56,@flourish/timeline,5.5.1,timeline,timeline,timeline,https://app.flourish.studio/@flourish/timeline/5.5.1#api
57,@flourish/tournament,2.10.1,tournament,tournament,tournament,https://app.flourish.studio/@flourish/tournament/2.10.1#api
58,@flourish/word-cloud,5.3.1,word cloud,word_cloud,word_cloud,https://app.flourish.studio/@flourish/word-cloud/5.3.1#api
